"","X","State","Row.ID","Order.ID","Order_Date","Ship.Date","Ship_Mode","Customer.ID","Customer_Name","Segment","City","Region","Product_ID","Category","Sub_Category","Sales","Quantity","Discount","Profit","Latitude","Longitude","code"
"115",115,"Arizona",648,"CA-2016-103947",2016-04-01,"4/8/2016","Standard Class","BB-10990","Barry Blumstein","Corporate","Sierra Vista","West","OFF-AP-10002350","Office Supplies","Appliances",30.144,2,0.2,3.0144,34.1682185,-111.930907,4
"116",116,"Arizona",6416,"CA-2017-144750",2017-08-21,"8/21/2017","Same Day","DL-13495","Dionis Lloyd","Corporate","Chandler","West","OFF-PA-10003395","Office Supplies","Paper",83.88,1,0.2,29.358,34.1682185,-111.930907,4
"117",117,"Arizona",6655,"CA-2017-135937",2017-02-20,"2/27/2017","Standard Class","KM-16375","Katherine Murray","Home Office","Gilbert","West","TEC-PH-10004447","Technology","Phones",333.576,3,0.2,25.0182,34.1682185,-111.930907,4
"118",118,"Arizona",4690,"CA-2014-138681",2014-12-20,"12/22/2014","First Class","CT-11995","Carol Triggs","Consumer","Tucson","West","FUR-FU-10001876","Furniture","Furnishings",51.968,2,0.2,10.3936,34.1682185,-111.930907,4
"119",119,"Arizona",3883,"CA-2015-129896",2015-06-15,"6/20/2015","Standard Class","PF-19120","Peter Fuller","Consumer","Gilbert","West","FUR-FU-10004904","Furniture","Furnishings",364.704,6,0.2,-36.4704,34.1682185,-111.930907,4
"120",120,"Arizona",7358,"CA-2016-114748",2016-10-09,"10/14/2016","Standard Class","MZ-17335","Maria Zettner","Home Office","Phoenix","West","FUR-FU-10001488","Furniture","Furnishings",169.568,2,0.2,0,34.1682185,-111.930907,4
"121",121,"Arizona",2550,"US-2015-128090",2015-08-16,"8/22/2015","Standard Class","JM-15865","John Murray","Consumer","Phoenix","West","OFF-PA-10001878","Office Supplies","Paper",313.024,8,0.2,105.6456,34.1682185,-111.930907,4
"122",122,"Arizona",8788,"CA-2017-145765",2017-05-28,"6/2/2017","Standard Class","CM-11815","Candace McMahon","Corporate","Phoenix","West","TEC-AC-10000844","Technology","Accessories",271.968,4,0.2,54.3936,34.1682185,-111.930907,4
"123",123,"Arizona",7152,"CA-2017-142909",2017-12-22,"12/25/2017","Second Class","AG-10330","Alex Grayson","Consumer","Mesa","West","FUR-TA-10003008","Furniture","Tables",182.55,2,0.5,-135.087,34.1682185,-111.930907,4
"124",124,"Arizona",1074,"CA-2016-134348",2016-11-12,"11/19/2016","Standard Class","MS-17710","Maurice Satty","Consumer","Mesa","West","OFF-BI-10003727","Office Supplies","Binders",6.27,5,0.7,-4.598,34.1682185,-111.930907,4
"125",125,"Arizona",8400,"CA-2015-133837",2015-04-13,"4/18/2015","Standard Class","TH-21100","Thea Hendricks","Consumer","Glendale","West","OFF-ST-10000344","Office Supplies","Storage",10.744,1,0.2,0.8058,34.1682185,-111.930907,4
"126",126,"Arizona",2871,"CA-2014-148040",2014-03-22,"3/26/2014","Standard Class","BF-11275","Beth Fritzler","Corporate","Tucson","West","OFF-PA-10002581","Office Supplies","Paper",74.352,3,0.2,23.235,34.1682185,-111.930907,4
"127",127,"Arizona",4693,"CA-2014-138681",2014-12-20,"12/22/2014","First Class","CT-11995","Carol Triggs","Consumer","Tucson","West","OFF-PA-10000357","Office Supplies","Paper",221.92,5,0.2,77.672,34.1682185,-111.930907,4
"128",128,"Arizona",6803,"CA-2016-109827",2016-12-25,"1/1/2017","Standard Class","LW-16825","Laurel Workman","Corporate","Phoenix","West","TEC-AC-10004353","Technology","Accessories",100.8,2,0.2,21.42,34.1682185,-111.930907,4
"129",129,"Arizona",647,"CA-2016-103947",2016-04-01,"4/8/2016","Standard Class","BB-10990","Barry Blumstein","Corporate","Sierra Vista","West","OFF-FA-10003112","Office Supplies","Fasteners",31.56,5,0.2,9.8625,34.1682185,-111.930907,4
"130",130,"Arizona",4085,"CA-2017-163692",2017-09-07,"9/9/2017","First Class","Dp-13240","Dean percer","Home Office","Phoenix","West","OFF-BI-10003291","Office Supplies","Binders",7.857,3,0.7,-6.0237,34.1682185,-111.930907,4
"131",131,"Arizona",9436,"CA-2015-119627",2015-08-17,"8/23/2015","Standard Class","SC-20725","Steven Cartwright","Consumer","Peoria","West","TEC-AC-10001142","Technology","Accessories",252.8,4,0.2,-31.6,34.1682185,-111.930907,4
"132",132,"Arizona",3229,"CA-2014-108189",2014-10-02,"10/5/2014","First Class","ES-14080","Erin Smith","Corporate","Tempe","West","TEC-AC-10003038","Technology","Accessories",7.16,1,0.2,-0.0895,34.1682185,-111.930907,4
"133",133,"Arizona",8786,"CA-2017-145765",2017-05-28,"6/2/2017","Standard Class","CM-11815","Candace McMahon","Corporate","Phoenix","West","TEC-PH-10001305","Technology","Phones",195.96,5,0.2,19.596,34.1682185,-111.930907,4
"134",134,"Arizona",9154,"US-2015-106873",2015-09-24,"9/29/2015","Second Class","KM-16720","Kunst Miller","Consumer","Avondale","West","OFF-AR-10001246","Office Supplies","Art",16.464,7,0.2,1.8522,34.1682185,-111.930907,4
"135",135,"Arizona",1526,"CA-2015-144806",2015-12-06,"12/11/2015","Standard Class","GH-14425","Gary Hwang","Consumer","Tucson","West","OFF-AR-10004042","Office Supplies","Art",86.304,6,0.2,9.7092,34.1682185,-111.930907,4
"136",136,"Arizona",5012,"US-2017-139647",2017-05-11,"5/13/2017","First Class","TS-21370","Todd Sumrall","Corporate","Phoenix","West","FUR-BO-10004467","Furniture","Bookcases",209.979,7,0.7,-356.9643,34.1682185,-111.930907,4
"137",137,"Arizona",2872,"CA-2014-148040",2014-03-22,"3/26/2014","Standard Class","BF-11275","Beth Fritzler","Corporate","Tucson","West","FUR-CH-10001482","Furniture","Chairs",314.352,3,0.2,-35.3646,34.1682185,-111.930907,4
"138",138,"Arizona",3881,"CA-2015-129896",2015-06-15,"6/20/2015","Standard Class","PF-19120","Peter Fuller","Consumer","Gilbert","West","OFF-PA-10002245","Office Supplies","Paper",9.568,2,0.2,2.99,34.1682185,-111.930907,4
"139",139,"Arizona",2081,"CA-2015-120103",2015-12-24,"12/29/2015","Standard Class","MS-17365","Maribeth Schnelling","Consumer","Phoenix","West","TEC-PH-10002170","Technology","Phones",111.984,2,0.2,11.1984,34.1682185,-111.930907,4
"140",140,"Arizona",8642,"CA-2017-147767",2017-12-02,"12/2/2017","Same Day","SV-20935","Susan Vittorini","Consumer","Peoria","West","OFF-BI-10001670","Office Supplies","Binders",67.86,6,0.7,-45.24,34.1682185,-111.930907,4
"141",141,"Arizona",6660,"CA-2017-135937",2017-02-20,"2/27/2017","Standard Class","KM-16375","Katherine Murray","Home Office","Gilbert","West","FUR-TA-10001039","Furniture","Tables",386.91,9,0.5,-185.7168,34.1682185,-111.930907,4
"142",142,"Arizona",466,"CA-2016-109869",2016-04-22,"4/29/2016","Standard Class","TN-21040","Tanja Norvell","Home Office","Phoenix","West","OFF-SU-10003505","Office Supplies","Supplies",185.376,2,0.2,-34.758,34.1682185,-111.930907,4
"143",143,"Arizona",4349,"CA-2017-169894",2017-11-24,"11/29/2017","Second Class","MV-17485","Mark Van Huff","Consumer","Mesa","West","OFF-BI-10004230","Office Supplies","Binders",20.724,2,0.7,-15.1976,34.1682185,-111.930907,4
"144",144,"Arizona",9435,"CA-2015-119627",2015-08-17,"8/23/2015","Standard Class","SC-20725","Steven Cartwright","Consumer","Peoria","West","OFF-AR-10000203","Office Supplies","Art",10.272,3,0.2,1.1556,34.1682185,-111.930907,4
"145",145,"Arizona",69,"CA-2014-106376",2014-12-05,"12/10/2014","Standard Class","BS-11590","Brendan Sweed","Corporate","Gilbert","West","TEC-PH-10002726","Technology","Phones",167.968,4,0.2,62.988,34.1682185,-111.930907,4
"146",146,"Arizona",5338,"CA-2017-111577",2017-10-16,"10/21/2017","Standard Class","AJ-10780","Anthony Jacobs","Corporate","Scottsdale","West","OFF-PA-10000062","Office Supplies","Paper",307.776,7,0.2,111.5688,34.1682185,-111.930907,4
"147",147,"Arizona",2950,"CA-2017-134915",2017-11-12,"11/12/2017","Same Day","EM-14140","Eugene Moren","Home Office","Glendale","West","TEC-AC-10001266","Technology","Accessories",41.6,4,0.2,13,34.1682185,-111.930907,4
"148",148,"Arizona",2952,"CA-2017-134915",2017-11-12,"11/12/2017","Same Day","EM-14140","Eugene Moren","Home Office","Glendale","West","FUR-CH-10004875","Furniture","Chairs",113.888,2,0.2,9.9652,34.1682185,-111.930907,4
"149",149,"Arizona",1075,"CA-2016-134348",2016-11-12,"11/19/2016","Standard Class","MS-17710","Maurice Satty","Consumer","Mesa","West","OFF-BI-10004967","Office Supplies","Binders",4.368,7,0.7,-3.3488,34.1682185,-111.930907,4
"150",150,"Arizona",467,"CA-2016-109869",2016-04-22,"4/29/2016","Standard Class","TN-21040","Tanja Norvell","Home Office","Phoenix","West","OFF-AP-10002578","Office Supplies","Appliances",78.272,2,0.2,5.8704,34.1682185,-111.930907,4
"151",151,"Arizona",3298,"US-2015-110569",2015-05-23,"5/30/2015","Standard Class","EB-13870","Emily Burns","Consumer","Phoenix","West","OFF-AP-10004708","Office Supplies","Appliances",121.792,4,0.2,13.7016,34.1682185,-111.930907,4
"152",152,"Arizona",3919,"US-2017-142573",2017-07-18,"7/23/2017","Standard Class","ML-17410","Maris LaWare","Consumer","Phoenix","West","FUR-CH-10000513","Furniture","Chairs",311.976,3,0.2,-42.8967,34.1682185,-111.930907,4
"153",153,"Arizona",4694,"CA-2014-138681",2014-12-20,"12/22/2014","First Class","CT-11995","Carol Triggs","Consumer","Tucson","West","OFF-PA-10003270","Office Supplies","Paper",8.448,2,0.2,2.64,34.1682185,-111.930907,4
"154",154,"Arizona",3297,"US-2015-110569",2015-05-23,"5/30/2015","Standard Class","EB-13870","Emily Burns","Consumer","Phoenix","West","OFF-BI-10001036","Office Supplies","Binders",19.194,7,0.7,-12.796,34.1682185,-111.930907,4
"155",155,"Arizona",4692,"CA-2014-138681",2014-12-20,"12/22/2014","First Class","CT-11995","Carol Triggs","Consumer","Tucson","West","FUR-CH-10004860","Furniture","Chairs",242.352,3,0.2,-42.4116,34.1682185,-111.930907,4
"156",156,"Arizona",5463,"CA-2014-146591",2014-01-19,"1/20/2014","First Class","TS-21340","Toby Swindell","Consumer","Scottsdale","West","OFF-BI-10003676","Office Supplies","Binders",32.34,10,0.7,-23.716,34.1682185,-111.930907,4
"157",157,"Arizona",464,"CA-2016-109869",2016-04-22,"4/29/2016","Standard Class","TN-21040","Tanja Norvell","Home Office","Phoenix","West","FUR-TA-10001889","Furniture","Tables",1272.63,6,0.5,-814.4832,34.1682185,-111.930907,4
"158",158,"Arizona",3198,"CA-2015-149384",2015-07-10,"7/10/2015","Same Day","EH-13945","Eric Hoffmann","Consumer","Tempe","West","OFF-BI-10003196","Office Supplies","Binders",3.366,3,0.7,-2.244,34.1682185,-111.930907,4
"159",159,"Arizona",957,"CA-2017-102414",2017-05-15,"5/18/2017","Second Class","JA-15970","Joseph Airdo","Consumer","Phoenix","West","TEC-PH-10002923","Technology","Phones",29.592,1,0.2,2.5893,34.1682185,-111.930907,4
"160",160,"Arizona",9386,"CA-2017-163097",2017-08-27,"8/31/2017","Standard Class","SF-20200","Sarah Foster","Consumer","Mesa","West","FUR-FU-10004973","Furniture","Furnishings",120.576,8,0.2,33.1584,34.1682185,-111.930907,4
"161",161,"Arizona",3837,"CA-2014-100363",2014-04-08,"4/15/2014","Standard Class","JM-15655","Jim Mitchum","Corporate","Glendale","West","OFF-PA-10004733","Office Supplies","Paper",19.008,3,0.2,6.8904,34.1682185,-111.930907,4
"162",162,"Arizona",7280,"CA-2016-108224",2016-05-14,"5/14/2016","Same Day","TH-21235","Tiffany House","Corporate","Yuma","West","TEC-AC-10003832","Technology","Accessories",185.528,7,0.2,48.7011,34.1682185,-111.930907,4
"163",163,"Arizona",1368,"US-2017-155425",2017-11-10,"11/11/2017","First Class","AB-10600","Ann Blume","Corporate","Tucson","West","FUR-CH-10003312","Furniture","Chairs",899.136,4,0.2,-146.1096,34.1682185,-111.930907,4
"164",164,"Arizona",2660,"CA-2015-135538",2015-12-24,"12/28/2015","Standard Class","HR-14830","Harold Ryan","Corporate","Gilbert","West","FUR-CH-10004287","Furniture","Chairs",883.84,4,0.2,99.432,34.1682185,-111.930907,4
"165",165,"Arizona",7865,"CA-2015-143364",2015-07-14,"7/19/2015","Second Class","TG-21310","Toby Gnade","Consumer","Mesa","West","OFF-PA-10001846","Office Supplies","Paper",18.496,4,0.2,6.7048,34.1682185,-111.930907,4
"166",166,"Arizona",9655,"CA-2017-161893",2017-01-23,"1/27/2017","Standard Class","HP-14815","Harold Pawlan","Home Office","Tucson","West","OFF-BI-10004506","Office Supplies","Binders",4.938,2,0.7,-3.6212,34.1682185,-111.930907,4
"167",167,"Arizona",6976,"CA-2015-112144",2015-06-28,"7/2/2015","Standard Class","CY-12745","Craig Yedwab","Corporate","Gilbert","West","OFF-LA-10000443","Office Supplies","Labels",5.904,2,0.2,1.9926,34.1682185,-111.930907,4
"168",168,"Arizona",2551,"US-2015-128090",2015-08-16,"8/22/2015","Standard Class","JM-15865","John Murray","Consumer","Phoenix","West","OFF-LA-10000452","Office Supplies","Labels",5.04,2,0.2,1.764,34.1682185,-111.930907,4
"169",169,"Arizona",7629,"US-2015-159499",2015-11-21,"11/23/2015","Second Class","EM-14095","Eudokia Martin","Corporate","Phoenix","West","OFF-LA-10003121","Office Supplies","Labels",16.52,5,0.2,5.369,34.1682185,-111.930907,4
"170",170,"Arizona",7282,"CA-2017-159282",2017-10-16,"10/21/2017","Standard Class","GH-14410","Gary Hansen","Home Office","Yuma","West","TEC-MA-10001148","Technology","Machines",599.985,5,0.7,-479.988,34.1682185,-111.930907,4
"171",171,"Arizona",7628,"US-2015-159499",2015-11-21,"11/23/2015","Second Class","EM-14095","Eudokia Martin","Corporate","Phoenix","West","TEC-AC-10002718","Technology","Accessories",23.344,2,0.2,-1.459,34.1682185,-111.930907,4
"172",172,"Arizona",959,"CA-2017-102414",2017-05-15,"5/18/2017","Second Class","JA-15970","Joseph Airdo","Consumer","Phoenix","West","OFF-PA-10002333","Office Supplies","Paper",15.552,3,0.2,5.6376,34.1682185,-111.930907,4
"173",173,"Arizona",958,"CA-2017-102414",2017-05-15,"5/18/2017","Second Class","JA-15970","Joseph Airdo","Consumer","Phoenix","West","OFF-BI-10004465","Office Supplies","Binders",4.752,2,0.7,-3.168,34.1682185,-111.930907,4
"174",174,"Arizona",1008,"CA-2015-105312",2015-11-06,"11/9/2015","First Class","MT-17815","Meg Tillman","Consumer","Scottsdale","West","OFF-BI-10002049","Office Supplies","Binders",4.401,3,0.7,-3.5208,34.1682185,-111.930907,4
"175",175,"Arizona",1076,"CA-2016-134348",2016-11-12,"11/19/2016","Standard Class","MS-17710","Maurice Satty","Consumer","Mesa","West","TEC-AC-10003447","Technology","Accessories",31.984,2,0.2,1.999,34.1682185,-111.930907,4
"176",176,"Arizona",4558,"US-2017-117331",2017-10-21,"10/28/2017","Standard Class","ND-18370","Natalie DeCherney","Consumer","Glendale","West","OFF-BI-10003984","Office Supplies","Binders",8.559,1,0.7,-6.5619,34.1682185,-111.930907,4
"177",177,"Arizona",9646,"US-2017-107979",2017-06-08,"6/13/2017","Standard Class","FO-14305","Frank Olsen","Consumer","Glendale","West","OFF-ST-10002485","Office Supplies","Storage",35.168,2,0.2,-8.3524,34.1682185,-111.930907,4
"178",178,"Arizona",7711,"US-2015-142811",2015-04-02,"4/7/2015","Standard Class","JL-15850","John Lucas","Consumer","Mesa","West","TEC-PH-10003095","Technology","Phones",87.8,5,0.2,32.925,34.1682185,-111.930907,4
"179",179,"Arizona",5148,"CA-2017-128734",2017-12-24,"12/31/2017","Standard Class","JL-15175","James Lanier","Home Office","Chandler","West","FUR-FU-10001731","Furniture","Furnishings",8.544,4,0.2,1.9224,34.1682185,-111.930907,4
"180",180,"Arizona",4513,"CA-2016-118969",2016-10-02,"10/3/2016","First Class","LP-17095","Liz Preis","Consumer","Phoenix","West","OFF-BI-10002429","Office Supplies","Binders",54.792,6,0.7,-40.1808,34.1682185,-111.930907,4
"181",181,"Arizona",9647,"US-2017-107979",2017-06-08,"6/13/2017","Standard Class","FO-14305","Frank Olsen","Consumer","Glendale","West","OFF-BI-10000778","Office Supplies","Binders",72.588,2,0.7,-48.392,34.1682185,-111.930907,4
"182",182,"Arizona",7210,"CA-2016-143476",2016-09-11,"9/13/2016","First Class","LC-16930","Linda Cazamias","Corporate","Phoenix","West","OFF-PA-10001667","Office Supplies","Paper",9.568,2,0.2,2.99,34.1682185,-111.930907,4
"183",183,"Arizona",5442,"CA-2017-155929",2017-09-09,"9/13/2017","Standard Class","AI-10855","Arianne Irving","Consumer","Glendale","West","OFF-PA-10000859","Office Supplies","Paper",6.368,2,0.2,2.388,34.1682185,-111.930907,4
"184",184,"Arizona",3884,"CA-2015-129896",2015-06-15,"6/20/2015","Standard Class","PF-19120","Peter Fuller","Consumer","Gilbert","West","FUR-FU-10002396","Furniture","Furnishings",40.256,4,0.2,11.0704,34.1682185,-111.930907,4
"185",185,"Arizona",9434,"CA-2015-119627",2015-08-17,"8/23/2015","Standard Class","SC-20725","Steven Cartwright","Consumer","Peoria","West","OFF-PA-10001937","Office Supplies","Paper",36.288,7,0.2,12.7008,34.1682185,-111.930907,4
"186",186,"Arizona",5149,"CA-2017-128734",2017-12-24,"12/31/2017","Standard Class","JL-15175","James Lanier","Home Office","Chandler","West","FUR-CH-10001394","Furniture","Chairs",842.376,3,0.2,105.297,34.1682185,-111.930907,4
"187",187,"Arizona",2542,"CA-2016-144792",2016-04-30,"5/4/2016","Standard Class","KD-16615","Ken Dana","Corporate","Scottsdale","West","FUR-FU-10002759","Furniture","Furnishings",111.888,7,0.2,22.3776,34.1682185,-111.930907,4
"188",188,"Arizona",1426,"CA-2015-124800",2015-09-26,"9/30/2015","Standard Class","RW-19540","Rick Wilson","Corporate","Mesa","West","OFF-ST-10002743","Office Supplies","Storage",363.648,4,0.2,-86.3664,34.1682185,-111.930907,4
"189",189,"Arizona",1932,"CA-2016-152121",2016-11-27,"11/29/2016","Second Class","CC-12670","Craig Carreira","Consumer","Scottsdale","West","TEC-PH-10002483","Technology","Phones",271.992,1,0.2,23.7993,34.1682185,-111.930907,4
"190",190,"Arizona",8442,"CA-2017-145779",2017-05-06,"5/10/2017","Standard Class","DB-13615","Doug Bickford","Consumer","Tucson","West","OFF-PA-10002254","Office Supplies","Paper",84.416,4,0.2,27.4352,34.1682185,-111.930907,4
"191",191,"Arizona",1424,"CA-2015-124800",2015-09-26,"9/30/2015","Standard Class","RW-19540","Rick Wilson","Corporate","Mesa","West","OFF-ST-10000798","Office Supplies","Storage",119.904,6,0.2,-1.4988,34.1682185,-111.930907,4
"192",192,"Arizona",7433,"CA-2014-161249",2014-08-09,"8/13/2014","Standard Class","RD-19720","Roger Demir","Consumer","Phoenix","West","OFF-FA-10004838","Office Supplies","Fasteners",4.464,3,0.2,-0.9486,34.1682185,-111.930907,4
"193",193,"Arizona",4337,"CA-2015-154795",2015-12-20,"12/24/2015","Standard Class","GZ-14470","Gary Zandusky","Consumer","Bullhead City","West","FUR-FU-10002088","Furniture","Furnishings",14.368,2,0.2,3.9512,34.1682185,-111.930907,4
"194",194,"Arizona",3661,"CA-2016-161676",2016-07-18,"7/23/2016","Standard Class","JP-15460","Jennifer Patt","Corporate","Glendale","West","OFF-SU-10004782","Office Supplies","Supplies",33.8,5,0.2,4.225,34.1682185,-111.930907,4
"195",195,"Arizona",9402,"CA-2014-159814",2014-06-24,"6/28/2014","Standard Class","LP-17080","Liz Pelletier","Consumer","Tucson","West","FUR-FU-10001731","Furniture","Furnishings",4.272,2,0.2,0.9612,34.1682185,-111.930907,4
"196",196,"Arizona",1532,"CA-2017-159884",2017-08-31,"9/5/2017","Standard Class","JF-15490","Jeremy Farry","Consumer","Tempe","West","OFF-ST-10000344","Office Supplies","Storage",10.744,1,0.2,0.8058,34.1682185,-111.930907,4
"197",197,"Arizona",463,"CA-2016-109869",2016-04-22,"4/29/2016","Standard Class","TN-21040","Tanja Norvell","Home Office","Phoenix","West","FUR-FU-10000023","Furniture","Furnishings",23.56,5,0.2,7.068,34.1682185,-111.930907,4
"198",198,"Arizona",2040,"CA-2015-122287",2015-06-18,"6/23/2015","Standard Class","SN-20560","Skye Norling","Home Office","Peoria","West","OFF-BI-10004656","Office Supplies","Binders",4.536,7,0.7,-3.3264,34.1682185,-111.930907,4
"199",199,"Arizona",6659,"CA-2017-135937",2017-02-20,"2/27/2017","Standard Class","KM-16375","Katherine Murray","Home Office","Gilbert","West","FUR-FU-10002253","Furniture","Furnishings",68.704,2,0.2,16.3172,34.1682185,-111.930907,4
"200",200,"Arizona",6002,"CA-2014-124079",2014-12-13,"12/17/2014","Standard Class","RF-19345","Randy Ferguson","Corporate","Phoenix","West","FUR-FU-10002553","Furniture","Furnishings",87.96,3,0.2,7.6965,34.1682185,-111.930907,4
